label,n,mean_sp500,std_sp500,skew_sp500,kurt_sp500,absacf1_sp500,absacf5_sp500,sqacf1_sp500,leverage_sp500_lag1_20,mean_DGS10,std_DGS10,skew_DGS10,kurt_DGS10,absacf1_DGS10,sp_dgs10_corr,r_acf1,abs_acf1,sq_acf1,r_acf2,abs_acf2,sq_acf2,r_acf3,abs_acf3,sq_acf3,r_acf5,abs_acf5,sq_acf5,r_acf10,abs_acf10,sq_acf10,r_acf20,abs_acf20,sq_acf20,r_acf60,abs_acf60,sq_acf60,min_sp500_abs,end_sp500_abs,ann_return_approx,window
R01_no_mom_lowvol_seed2_w09,1260,0.0001864577039322328,0.018368526672552184,-0.04014532112103015,3.2005142259633406,0.2391194167467597,0.0588564173325633,0.247372412732669,-0.010291462218263641,0.0004206349206349215,0.0463327943056352,0.2530200063759547,3.74775516127596,0.06480002201991063,0.031094637997144802,0.0317834050401318,0.2391194167467597,0.247372412732669,-0.041122175657534864,0.15039798984692432,0.16042068660408468,0.0014033147897834896,0.1481371192435821,0.19308367929780676,-0.024012460504291726,0.0588564173325633,0.0683942307182167,0.00374339617074228,0.03753302547166958,0.010365915872558787,-0.023039216643025648,0.04559759605067611,0.019882696544357314,-0.017955282043053643,0.011689128054593503,0.01794627003814649,117815.09462089668,142505.0139781605,0.008754473553518105,9
R01_no_mom_lowvol_seed2_w10,1260,0.0006248934708613282,0.02059002081118086,-0.019368253591443785,2.5764069561626837,0.17746906231898285,-0.008152030011643023,0.1806272785905982,-0.004114855348332183,0.00019841269841269904,0.04436009214663839,0.021612474271070086,6.588459856210723,0.23915714565547358,0.014198557307996986,0.027369833700144834,0.17746906231898285,0.1806272785905982,-3.771073597699426e-05,0.15524571434834855,0.16582764243265063,-0.05370207726470119,0.10176011000093702,0.09092215858589318,0.01612210408270088,-0.008152030011643023,-0.014503993076597185,-0.07284592258885585,0.008812356833685676,0.011752847371503648,-0.04219985102238598,0.0016764820147294219,-0.02931697320730735,-0.01852653068472797,-0.013912850153604191,-0.025665038443698735,127467.64242845128,239733.11565809988,0.10944644215314403,10
R02_mom005_seed1_w00,1260,0.00019856672801007148,0.004486248866348893,-1.11013425787297,17.45494674900705,0.03810108442992849,-0.015424649359624449,-0.00030022760106302875,-0.007841378216864455,0.0006587301587301521,0.04094472904395313,-0.641483925271424,6.259472172368586,0.2695384441456247,-0.010361531912882273,0.009600275449266848,0.03810108442992849,-0.00030022760106302875,-0.07548516656203817,0.03507664933639874,-0.003296705365912954,-0.004023651857566869,0.0035693966714113816,-0.00860973598102056,0.006336756582600092,-0.015424649359624449,-0.0053320479305355405,0.0038460333852934365,0.017936945546617494,0.0025218525850648683,-0.017857850424004056,-0.030973289553062593,-0.01191867955633884,0.017735670409699485,-0.012917318630524078,-0.003517643976262769,6982.534001145668,9511.66219649473,0.054546355610275654,0
R02_mom005_seed1_w01,1260,0.00028618767874644303,0.005108871244790551,2.4638694984418668,46.89714865738835,0.046891296920741794,0.022132806537441783,0.0044023193547446104,-0.008480193102815014,0.0021507936507936475,0.039306198763997505,-0.1824998112220489,7.554504737198237,0.27872056427365377,0.012009385124417349,-0.03459304787314776,0.046891296920741794,0.0044023193547446104,-0.024565737583325305,-0.004747147918575794,-0.005210484122369358,-0.03192776335023051,-0.017031787384291536,-0.007771273514954589,-0.00966596737606139,0.022132806537441783,-0.0036378730614532195,-0.011639209150428449,0.012568060179148612,-0.0029746189395630667,0.0003809525009065922,-0.0024251343333054707,-0.004669345251512753,-0.00803395040510966,-0.014179491471958381,-0.004747342194758373,9382.278381208464,13420.156736333594,0.07035954684572832,1
R02_mom005_seed1_w02,1260,0.00025465972631493405,0.004198954928269805,0.35561382513412115,6.462128237747596,0.050468786641659345,0.002439377557009278,0.013863919140378676,-0.006859970257748649,0.004428571428571424,0.09988043872959469,-0.3379658470577198,11.01822800817144,0.42801328657284243,-0.01403334951986835,-0.031234066495755802,0.050468786641659345,0.013863919140378676,-0.05793746963038562,0.008734048191802395,0.002586584561643902,0.008477765180203435,-0.001778836527698158,-0.013097417643081454,-0.026574586611213178,0.002439377557009278,-0.017383109372598054,0.0494460141489051,-0.011202126408004347,-0.01869021932636611,0.0008608263062507946,0.011249044050518686,-0.005336175870243617,0.03452467675117711,0.004048929205324705,-0.007115918119398302,13291.032402379606,18292.60037438152,0.06364182538862884,2
R02_mom005_seed1_w03,1260,0.0002867310323049351,0.004854069824205012,-2.270767505607322,27.76614193250702,0.04609927067511646,0.014594216390710034,0.018068618539976305,-0.006019228621981654,-0.004468253968253963,0.10807531078703067,-0.14334624573407242,5.604885002406277,0.11379552596839018,0.014085984247393952,0.0014554271296722673,0.04609927067511646,0.018068618539976305,-0.056244033673038436,0.07923364697112917,0.019485444573683106,-0.05062816766513147,0.03404135889888109,0.0016195656571806986,0.0016510075979638255,0.014594216390710034,-0.001576232629208925,-0.021708120596194865,-0.022726464825777625,-0.007411672242283774,-0.018916972381814275,0.02371535153551301,0.016767787261170907,-0.029291803720942745,0.03192104920631594,0.004185302868771107,18123.71351415467,25862.04285955782,0.0719277174169144,3
R02_mom005_seed1_w04,1260,0.00024466489518841077,0.004260911956240449,0.010686925568904408,3.704108677467758,0.026879833734679615,-0.008440039138653958,0.018817763927444546,-0.004856325983198793,8.73015873015879e-05,0.0680002940984851,-0.9815680951209959,16.264628933165792,0.05151924495698748,0.019356261303613224,-0.07656493576726402,0.026879833734679615,0.018817763927444546,-0.004399566751883177,-0.0005864113792724575,0.03827156586901938,0.0032830159263064467,-0.0015138123236734305,-0.006471174132607564,0.05188056031087421,-0.008440039138653958,-0.012907398316376292,0.00582754645557225,0.034776384669384354,0.01895612467693134,-0.007786436520481599,-0.011158883832298067,-0.014301165759347725,-0.014060733903646235,0.006447011724641373,0.003790559832211408,25377.92869091862,34798.84171388119,0.060605077527182694,4
R02_mom005_seed1_w05,1260,0.00024900153259209,0.005616410025992412,2.1653735386072537,70.96265891477965,0.06787408411367986,0.032279224858030635,0.008310258889936554,0.005205284745926829,-0.0004206349206349212,0.06098970159940262,0.570588708827548,6.318985875848964,-0.011664719739844478,-0.02097165077558795,-0.06892196569427167,0.06787408411367986,0.008310258889936554,-0.03263368518006338,0.029850656246351484,0.0006105655761334291,0.043219432878890456,0.01568682602124666,-0.0015632128741507418,0.04056771898848741,0.032279224858030635,0.0054831557891948735,-0.005941433986267111,-0.04096512576114781,-0.007207622447320155,-0.01307651715974722,0.0049071576906710886,-0.0025885165240629336,0.007060519276853667,0.02407316120416786,-0.0027997003558702252,34635.15349743226,46691.56121202023,0.06039088604508369,5
R02_mom005_seed1_w06,1260,0.00030467659581474783,0.004256402998582972,0.03551731323753774,3.414663485839487,0.037897019684021704,-0.004636823902334655,0.03660955043859842,-0.009191695189589455,-0.0012460317460317469,0.05730275852911976,0.1547791268161602,4.2880568686100355,0.10763827902139193,-0.031696079868866314,-0.028091480220678484,0.037897019684021704,0.03660955043859842,-0.03477214810870391,0.027438577873705725,0.042392763302420956,0.01159045345313052,0.017048110887519462,0.03028340225324465,-0.00853277161791178,-0.004636823902334655,-0.009224784785709254,0.03249881530887966,-0.011084216150517596,-0.015625810804738943,-0.004428887306085877,0.023190431540285016,-0.0005748301800852287,-0.018346694857848858,-0.06527045116788405,-0.04605210582158298,46032.790703550156,67761.32110615609,0.07728983012419777,6
R02_mom005_seed1_w07,1260,0.00022580984806399866,0.004510940268827626,-0.9179037856755194,11.488745727641863,0.02492284220598557,1.105693437435457e-06,-0.006580400399124208,-0.0029003276079638046,-0.0003650793650793628,0.05690030311725034,0.3286907978730894,4.383716433133995,0.02183093908886142,-0.0707630540375579,-0.029936000742772428,0.02492284220598557,-0.006580400399124208,-0.08619183170214818,0.07365124530552311,0.032562496032508374,-0.008367664412457442,0.07892975417745692,0.044346886420785686,-0.06957711601274376,1.105693437435457e-06,-0.00761870079180049,-0.041880509420099306,0.015919975579127194,0.0026420598157795593,-0.020436069249553584,-0.006297849654652589,-0.008742125871783359,-0.017396379963207774,-0.0076992939125185775,-0.0028379831906486888,65642.132217772,88910.39962144996,0.05442152643022613,7
R02_mom005_seed1_w08,1260,0.000301301975652302,0.005111045369483575,3.8790405478323455,49.51088553765496,0.05739306304146947,0.0033729791750249844,0.008874187533086789,-0.004315928487404242,-0.0023888888888888887,0.07267185130283459,-0.25782776487295117,5.326579118409629,0.14463964131155083,0.009429080831844301,-0.05803594733888439,0.05739306304146947,0.008874187533086789,-0.02822831966858851,0.006040984196178279,-0.005821489309011117,0.0022890125896920873,-0.0007729438937514792,-0.004436920355825244,0.04158685157137099,0.0033729791750249844,0.0027781046032388144,0.025814273326102557,-0.02230110856233071,-0.01047537236225142,-0.02413514247879574,-0.022316639984512342,-0.005036210481436665,-0.018751271670040287,0.0006510818332624177,0.0011588774959937298,88163.77089679257,127864.6383522007,0.07621408177577016,8
R02_mom005_seed1_w09,1260,0.00022598927596210693,0.00565405263196052,0.19848185767253962,46.62378709906539,0.11679784949378179,0.0019193723622434153,0.02966847072126209,-0.005377069634260642,0.0004206349206349215,0.0463327943056352,0.2530200063759547,3.74775516127596,0.06480002201991063,-0.01453324727072563,-0.07211804030914573,0.11679784949378179,0.02966847072126209,-0.07347754234633821,0.0045065570188595385,-0.005723456632539628,0.01807825214973928,0.016785461303419753,-0.0013323088810231005,-0.022385963326410473,0.0019193723622434153,0.0003640264790228334,0.0030235214079497087,-0.024289240482072125,-0.00728515589264856,0.013059258784456598,0.01875919192754718,-0.0026262207965810267,0.007305292616513926,-0.04040116560998393,-0.009623670915293687,125597.85312725851,166593.28124879158,0.05413818117462932,9
R02_mom005_seed1_w10,1260,0.00033390849967540744,0.005117995940903856,2.018688136974485,39.00076223942692,0.0928704723025823,0.006429596000967101,0.036850550134592236,0.004811768021728935,0.00019841269841269904,0.04436009214663839,0.021612474271070086,6.588459856210723,0.23915714565547358,-0.0009912529560524297,-0.043029231224307796,0.0928704723025823,0.036850550134592236,-0.02072813429561583,0.016789046823680546,-0.0036172752386717964,-0.0074001532781808165,0.015790798998589217,-0.003413064188925747,-0.0237159468374934,0.006429596000967101,0.0014212642089177034,-0.0037608269951660187,-0.017817815980865574,-0.006745745952697545,-0.008079427126064487,0.004102481417990277,-0.005564901540090741,0.010379190161540711,-0.027300580090642575,-0.006808957730807502,164634.36736316967,249591.1616444979,0.08387614049824332,10
R02_mom005_seed2_w00,1260,0.000252021801359314,0.005316424452179811,0.22410342134521435,5.7031332153055345,0.07791372996861985,-0.017649595801741073,0.062174486016060904,-0.0022037679124175076,0.0006587301587301521,0.04094472904395313,-0.641483925271424,6.259472172368586,0.2695384441456247,0.01156941812484677,-0.039167952423127185,0.07791372996861985,0.062174486016060904,-0.0001405663506950817,0.03537307418729909,0.02390844687044111,-0.020561654941244165,-0.0069966041944980375,-0.014418154407959124,-0.02800400619855274,-0.017649595801741073,-0.018217389245913543,0.019236653308383277,-0.043642259632630374,-0.03540614650410909,-0.004040913360383788,0.07175242568835447,0.06979990070347108,0.031985384597901505,-0.02521131239849236,-0.015924912867444036,7004.515616170992,10122.806603159464,0.06825152363302545,0
